,Ship Mode,Segment,City,Country,Category,Sub-Category,Quantity,Discount,Order Priority,month,Sales_unitario
4730,Standard Class,Corporate,Vienna,Austria,Furniture,Chairs,entre 1 y 2,0.0,Medium,July,79.76
4731,Standard Class,Corporate,Gold Coast,Australia,Office Supplies,Binders,entre 7 y 8,0.1,Medium,October,11.012400000000001
4732,Second Class,Consumer,Santiago de Cuba,Cuba,Office Supplies,Art,entre 5 y 6,0.0,Medium,March,29.49090909090909
4733,Standard Class,Consumer,Berlin,Germany,Technology,Accessories,entre 5 y 6,0.1,High,September,70.24909090909091
4734,Standard Class,Consumer,Jakarta,Indonesia,Office Supplies,Envelopes,entre 3 y 4,0.47,Medium,December,22.923257142857143
4735,Standard Class,Consumer,Surabaya,Indonesia,Office Supplies,Art,entre 3 y 4,0.27,Medium,August,32.30562857142857
4736,Standard Class,Home Office,Mexico City,Mexico,Office Supplies,Art,entre 5 y 6,0.0,Low,August,15.381818181818181
4737,Standard Class,Corporate,Gold Coast,Australia,Office Supplies,Paper,entre 3 y 4,0.1,High,March,21.430285714285713
4738,Standard Class,Consumer,Kinshasa,Democratic Republic of the Congo,Office Supplies,Supplies,entre 1 y 2,0.0,Medium,May,61.56
4739,First Class,Corporate,Yangon,Myanmar (Burma),Office Supplies,Storage,entre 3 y 4,0.17,Medium,October,17.045828571428572
4740,Second Class,Corporate,Soyapango,El Salvador,Office Supplies,Storage,entre 3 y 4,0.0,High,March,9.462857142857143
4741,Standard Class,Corporate,Buenos Aires,Argentina,Office Supplies,Paper,entre 9 y 10,0.4,Medium,October,11.641263157894736
4742,Standard Class,Corporate,Brisbane,Australia,Office Supplies,Binders,entre 3 y 4,0.1,Medium,March,30.33257142857143
4743,Standard Class,Consumer,Kinshasa,Democratic Republic of the Congo,Office Supplies,Binders,entre 1 y 2,0.0,Medium,August,33.699999999999996
4744,Second Class,Consumer,Lagos,Nigeria,Office Supplies,Storage,entre 1 y 2,0.7,Medium,June,39.678000000000004
4745,Second Class,Corporate,Istanbul,Turkey,Office Supplies,Envelopes,entre 5 y 6,0.6,Medium,June,12.894545454545455
4746,Same Day,Home Office,Riyadh,Saudi Arabia,Office Supplies,Binders,entre 1 y 2,0.0,Medium,February,22.2
4747,Standard Class,Corporate,Soyapango,El Salvador,Office Supplies,Envelopes,entre 3 y 4,0.0,Medium,October,28.834285714285716
4748,Second Class,Home Office,Santo Domingo,Dominican Republic,Office Supplies,Labels,entre 7 y 8,0.2,High,August,6.673066666666667
4749,Standard Class,Home Office,Rome,Italy,Office Supplies,Art,entre 5 y 6,0.0,Medium,March,20.045454545454547
4750,Standard Class,Consumer,Tegucigalpa,Honduras,Technology,Machines,entre 3 y 4,0.7,Medium,November,25.302857142857142
4751,Standard Class,Consumer,Manila,Philippines,Office Supplies,Supplies,entre 3 y 4,0.45,High,July,17.508857142857142
4752,Same Day,Consumer,Tegucigalpa,Honduras,Office Supplies,Storage,entre 7 y 8,0.4,High,April,8.96
4753,Standard Class,Consumer,Buenos Aires,Argentina,Technology,Accessories,entre 5 y 6,0.4,Medium,July,29.705454545454543
4754,Standard Class,Consumer,Santo Domingo,Dominican Republic,Furniture,Chairs,entre 3 y 4,0.2,Medium,February,26.37257142857143
4755,Standard Class,Home Office,Stockholm,Sweden,Technology,Accessories,entre 1 y 2,0.5,High,August,66.72
4756,Standard Class,Consumer,Singapore,Singapore,Office Supplies,Supplies,entre 1 y 2,0.0,High,October,31.88
4757,Standard Class,Corporate,Bangkok,Thailand,Office Supplies,Storage,entre 5 y 6,0.47,Medium,September,27.45785454545455
4758,Standard Class,Home Office,Brisbane,Australia,Office Supplies,Art,entre 1 y 2,0.1,Medium,November,57.132
4759,Standard Class,Consumer,Villa Nueva,Guatemala,Furniture,Furnishings,entre 3 y 4,0.0,Medium,September,28.697142857142858
4760,Standard Class,Consumer,Tegucigalpa,Honduras,Office Supplies,Appliances,entre 1 y 2,0.4,Medium,October,82.504
4761,First Class,Home Office,Stockholm,Sweden,Office Supplies,Art,entre 3 y 4,0.5,Critical,September,6.235714285714286
4762,Same Day,Home Office,Madrid,Spain,Office Supplies,Labels,entre 5 y 6,0.0,Medium,October,7.9363636363636365
4763,Standard Class,Home Office,Mixco,Guatemala,Furniture,Furnishings,entre 3 y 4,0.0,High,October,30.30857142857143
4764,Standard Class,Consumer,Madrid,Spain,Office Supplies,Art,entre 1 y 2,0.0,Low,November,39.48
4765,Standard Class,Corporate,Vienna,Austria,Technology,Accessories,entre 5 y 6,0.0,High,October,88.65818181818182
4766,Same Day,Corporate,Manila,Philippines,Office Supplies,Paper,entre 1 y 2,0.45,Critical,October,11.484
4767,Standard Class,Corporate,Santo Domingo,Dominican Republic,Technology,Accessories,entre 3 y 4,0.2,Medium,June,51.291428571428575
4768,Standard Class,Home Office,Manila,Philippines,Furniture,Bookcases,entre 1 y 2,0.35,Medium,May,109.226
4769,Standard Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Envelopes,entre 5 y 6,0.2,Medium,August,19.185454545454544
4770,First Class,Consumer,Sydney,Australia,Technology,Phones,entre 1 y 2,0.1,Medium,April,39.942
4771,Second Class,Corporate,Bangkok,Thailand,Office Supplies,Envelopes,entre 3 y 4,0.47,Medium,December,21.1788
4772,First Class,Consumer,Baghdad,Iraq,Office Supplies,Binders,entre 1 y 2,0.0,Medium,August,33.18
4773,First Class,Corporate,Buenos Aires,Argentina,Office Supplies,Supplies,entre 3 y 4,0.4,High,July,11.040000000000001
4774,Standard Class,Corporate,Lima,Peru,Furniture,Bookcases,entre 1 y 2,0.4,Medium,April,65.08800000000001
4775,Standard Class,Corporate,Tegucigalpa,Honduras,Office Supplies,Paper,entre 5 y 6,0.4,High,September,10.363636363636363
4776,Standard Class,Consumer,Mexico City,Mexico,Office Supplies,Binders,entre 7 y 8,0.0,Medium,August,21.674666666666667
4777,First Class,Home Office,Lahore,Pakistan,Technology,Accessories,entre 1 y 2,0.5,Critical,August,17.72
4778,Standard Class,Corporate,Ho Chi Minh City,Vietnam,Office Supplies,Art,entre 1 y 2,0.17,High,October,30.1788
4779,Standard Class,Corporate,Mexico City,Mexico,Office Supplies,Binders,entre 5 y 6,0.0,High,July,9.181818181818182
4780,Second Class,Corporate,Bangkok,Thailand,Technology,Accessories,entre 1 y 2,0.47,High,May,40.5132
4781,Standard Class,Corporate,Manila,Philippines,Office Supplies,Envelopes,entre 3 y 4,0.45,Medium,November,30.69942857142857
4782,First Class,Home Office,Bangkok,Thailand,Office Supplies,Paper,entre 3 y 4,0.47,High,May,12.701828571428573
4783,Second Class,Corporate,Istanbul,Turkey,Office Supplies,Appliances,entre 1 y 2,0.6,Medium,April,151.44
4784,First Class,Consumer,Panama City,Panama,Office Supplies,Appliances,entre 3 y 4,0.4,Medium,July,18.32914285714286
4785,Standard Class,Corporate,Stockholm,Sweden,Technology,Phones,entre 3 y 4,0.5,Medium,November,27.97714285714286
4786,First Class,Consumer,Jakarta,Indonesia,Office Supplies,Storage,entre 3 y 4,0.17,High,March,7.662085714285714
4787,Second Class,Consumer,Kinshasa,Democratic Republic of the Congo,Technology,Machines,entre 1 y 2,0.0,High,January,107.10000000000001
4788,Standard Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Storage,entre 3 y 4,0.2,Medium,September,28.402285714285714
4789,Second Class,Corporate,Berlin,Germany,Technology,Machines,entre 1 y 2,0.1,High,April,52.181999999999995
4790,Standard Class,Home Office,Jakarta,Indonesia,Technology,Accessories,entre 1 y 2,0.47,High,October,27.7932
4791,Standard Class,Consumer,Jakarta,Indonesia,Furniture,Furnishings,entre 3 y 4,0.27,Medium,June,31.51722857142857
4792,Standard Class,Corporate,Brisbane,Australia,Office Supplies,Fasteners,entre 5 y 6,0.1,High,June,9.72
4793,Second Class,Home Office,Cairo,Egypt,Furniture,Chairs,entre 1 y 2,0.0,High,December,35.339999999999996
4794,Standard Class,Home Office,Jakarta,Indonesia,Office Supplies,Storage,entre 1 y 2,0.17,High,June,26.809
4795,Second Class,Corporate,Istanbul,Turkey,Office Supplies,Paper,entre 7 y 8,0.6,Medium,November,9.382399999999999
4796,First Class,Consumer,Tegucigalpa,Honduras,Office Supplies,Binders,entre 7 y 8,0.4,Critical,October,2.9680000000000004
4797,Standard Class,Consumer,Madrid,Spain,Office Supplies,Binders,entre 9 y 10,0.0,Medium,October,10.942105263157895
4798,Standard Class,Corporate,Berlin,Germany,Office Supplies,Binders,entre 5 y 6,0.1,Medium,June,10.112727272727271
4799,Second Class,Consumer,Stockholm,Sweden,Office Supplies,Storage,entre 1 y 2,0.5,Medium,December,35.52
4800,First Class,Consumer,Lahore,Pakistan,Office Supplies,Envelopes,entre 5 y 6,0.5,Medium,October,11.822727272727274
4801,Standard Class,Consumer,Surabaya,Indonesia,Furniture,Chairs,entre 1 y 2,0.27,Medium,April,72.27
4802,Standard Class,Corporate,Buenos Aires,Argentina,Office Supplies,Storage,entre 1 y 2,0.4,Medium,June,75.776
4803,Standard Class,Corporate,Tegucigalpa,Honduras,Technology,Accessories,entre 7 y 8,0.4,Medium,October,11.0096
4804,First Class,Consumer,São Paulo,Brazil,Office Supplies,Binders,entre 3 y 4,0.0,Medium,January,8.845714285714285
4805,Same Day,Consumer,Jakarta,Indonesia,Office Supplies,Envelopes,entre 3 y 4,0.47,High,November,10.916485714285715
4806,Standard Class,Corporate,Casablanca,Morocco,Office Supplies,Paper,entre 1 y 2,0.0,Medium,August,70.04
4807,Standard Class,Consumer,Managua,Nicaragua,Office Supplies,Envelopes,entre 5 y 6,0.0,Medium,December,14.872727272727273
4808,Standard Class,Consumer,Jakarta,Indonesia,Technology,Accessories,entre 7 y 8,0.47,Medium,April,17.36704
4809,Standard Class,Consumer,Alexandria,Egypt,Office Supplies,Art,entre 5 y 6,0.0,High,April,15.57818181818182
4810,Standard Class,Home Office,Melbourne,Australia,Furniture,Chairs,entre 1 y 2,0.1,High,October,41.742
4811,Standard Class,Home Office,Melbourne,Australia,Office Supplies,Supplies,entre 1 y 2,0.1,Medium,May,59.651999999999994
4812,Standard Class,Consumer,Alexandria,Egypt,Office Supplies,Art,entre 1 y 2,0.0,Medium,August,70.16
4813,Second Class,Corporate,Mixco,Guatemala,Office Supplies,Fasteners,entre 3 y 4,0.0,Critical,August,7.885714285714286
4814,Second Class,Consumer,Tegucigalpa,Honduras,Technology,Accessories,entre 1 y 2,0.4,High,September,29.632
4815,Standard Class,Consumer,Madrid,Spain,Office Supplies,Envelopes,entre 3 y 4,0.0,Medium,July,32.27142857142857
4816,Same Day,Consumer,Singapore,Singapore,Office Supplies,Storage,entre 1 y 2,0.0,High,April,22.64
4817,Standard Class,Consumer,Villa Nueva,Guatemala,Furniture,Furnishings,entre 7 y 8,0.0,Low,July,27.290666666666667
4818,First Class,Corporate,Jakarta,Indonesia,Office Supplies,Supplies,entre 3 y 4,0.47,Critical,August,6.091971428571428
4819,Standard Class,Consumer,Singapore,Singapore,Technology,Accessories,entre 1 y 2,0.0,Medium,November,57.919999999999995
4820,First Class,Corporate,Lagos,Nigeria,Technology,Machines,entre 1 y 2,0.7,Medium,November,33.99
4821,First Class,Home Office,Gold Coast,Australia,Office Supplies,Binders,entre 1 y 2,0.1,High,August,32.796
4822,Standard Class,Corporate,Istanbul,Turkey,Office Supplies,Storage,entre 1 y 2,0.6,Low,April,52.912
4823,Second Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Storage,entre 1 y 2,0.2,High,September,34.815999999999995
4824,First Class,Corporate,Santo Domingo,Dominican Republic,Office Supplies,Paper,entre 3 y 4,0.2,High,November,12.109714285714286
4825,First Class,Consumer,Manila,Philippines,Office Supplies,Binders,entre 5 y 6,0.15,Medium,June,4.984090909090909
4826,Standard Class,Corporate,Baghdad,Iraq,Office Supplies,Art,entre 3 y 4,0.0,Medium,August,31.165714285714284
4827,Standard Class,Corporate,San Miguelito,Panama,Furniture,Chairs,entre 1 y 2,0.4,Low,September,44.455999999999996
4828,Standard Class,Home Office,San Miguelito,Panama,Office Supplies,Appliances,entre 1 y 2,0.4,Medium,November,74.104
4829,Standard Class,Consumer,Madrid,Spain,Technology,Machines,entre 1 y 2,0.1,High,December,95.25599999999999
4830,Standard Class,Consumer,Lahore,Pakistan,Furniture,Furnishings,entre 5 y 6,0.2,Medium,October,31.92
4831,Standard Class,Consumer,Casablanca,Morocco,Technology,Accessories,entre 1 y 2,0.0,Medium,May,76.44
4832,Standard Class,Consumer,Mexico City,Mexico,Office Supplies,Envelopes,entre 5 y 6,0.0,Medium,November,14.236363636363636
4833,Standard Class,Consumer,Mexico City,Mexico,Office Supplies,Binders,entre 3 y 4,0.0,Medium,October,28.76571428571429
4834,Same Day,Home Office,Santo Domingo,Dominican Republic,Furniture,Furnishings,entre 3 y 4,0.5,High,February,9.657142857142857
4835,Standard Class,Corporate,Cairo,Egypt,Office Supplies,Art,entre 5 y 6,0.0,Medium,November,20.945454545454545
4836,Standard Class,Consumer,San Miguelito,Panama,Office Supplies,Storage,entre 7 y 8,0.4,High,May,7.0
4837,Second Class,Consumer,Tegucigalpa,Honduras,Office Supplies,Supplies,entre 3 y 4,0.4,High,September,15.96342857142857
4838,Second Class,Consumer,Adelaide,Australia,Office Supplies,Paper,entre 3 y 4,0.1,High,May,11.872285714285713
4839,Second Class,Home Office,Manila,Philippines,Furniture,Furnishings,entre 3 y 4,0.25,High,September,10.202142857142858
4840,Standard Class,Consumer,Managua,Nicaragua,Office Supplies,Binders,entre 3 y 4,0.0,Medium,December,29.194285714285716
4841,Standard Class,Consumer,San Pedro Sula,Honduras,Technology,Accessories,entre 1 y 2,0.4,High,April,55.344
4842,Standard Class,Consumer,Mexico City,Mexico,Furniture,Chairs,entre 3 y 4,0.2,Medium,October,40.81371428571429
4843,Standard Class,Home Office,Soyapango,El Salvador,Office Supplies,Envelopes,entre 3 y 4,0.0,Medium,September,25.851428571428574
4844,Same Day,Home Office,Managua,Nicaragua,Office Supplies,Art,entre 1 y 2,0.0,Critical,June,25.786666666666665
4845,Standard Class,Corporate,Jakarta,Indonesia,Office Supplies,Art,entre 3 y 4,0.27,Medium,March,34.38925714285714
4846,Second Class,Consumer,Sydney,Australia,Office Supplies,Fasteners,entre 1 y 2,0.1,High,April,23.148
4847,Standard Class,Corporate,San Salvador,El Salvador,Office Supplies,Paper,entre 3 y 4,0.0,Low,March,10.097142857142858
4848,Standard Class,Consumer,Managua,Nicaragua,Office Supplies,Fasteners,entre 7 y 8,0.0,High,October,7.821333333333333
4849,Standard Class,Home Office,Vienna,Austria,Office Supplies,Storage,entre 7 y 8,0.0,High,March,9.604000000000001
4850,Standard Class,Consumer,Alexandria,Egypt,Office Supplies,Binders,entre 3 y 4,0.0,High,April,16.45714285714286
4851,Second Class,Consumer,Baghdad,Iraq,Office Supplies,Paper,entre 1 y 2,0.0,High,September,27.040000000000003
4852,Standard Class,Corporate,Tegucigalpa,Honduras,Technology,Phones,entre 3 y 4,0.4,High,September,25.539428571428573
4853,Standard Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Paper,entre 5 y 6,0.2,Medium,November,22.58909090909091
4854,Second Class,Consumer,Managua,Nicaragua,Office Supplies,Envelopes,entre 9 y 10,0.0,Medium,December,10.705263157894738
4855,Standard Class,Consumer,Berlin,Germany,Office Supplies,Storage,entre 3 y 4,0.2,Low,January,51.62057142857143
4856,Same Day,Corporate,Rome,Italy,Furniture,Chairs,entre 1 y 2,0.6,High,August,22.208
4857,Standard Class,Corporate,Yangon,Myanmar (Burma),Technology,Phones,entre 1 y 2,0.17,Medium,June,84.7264
4858,First Class,Home Office,Surabaya,Indonesia,Office Supplies,Supplies,entre 7 y 8,0.47,Medium,November,7.06384
4859,Standard Class,Consumer,Perth,Australia,Furniture,Chairs,entre 1 y 2,0.1,Medium,July,50.346000000000004
4860,Same Day,Consumer,Cairo,Egypt,Office Supplies,Binders,entre 3 y 4,0.0,High,January,14.982857142857142
4861,Standard Class,Corporate,London,United Kingdom,Office Supplies,Art,entre 7 y 8,0.1,Medium,November,29.0016
4862,Same Day,Consumer,Santo Domingo,Dominican Republic,Furniture,Bookcases,entre 1 y 2,0.4,High,March,33.296
4863,Standard Class,Corporate,Soyapango,El Salvador,Office Supplies,Art,entre 7 y 8,0.0,Medium,December,13.72
4864,Standard Class,Corporate,Managua,Nicaragua,Office Supplies,Art,entre 5 y 6,0.0,High,November,9.072727272727272
4865,Standard Class,Consumer,São Paulo,Brazil,Office Supplies,Supplies,entre 3 y 4,0.0,Medium,September,27.81714285714286
4866,Standard Class,Home Office,Santiago de Cuba,Cuba,Technology,Accessories,entre 3 y 4,0.0,Medium,June,16.731428571428573
4867,Second Class,Corporate,Melbourne,Australia,Office Supplies,Art,entre 1 y 2,0.1,Critical,August,17.64
4868,Second Class,Consumer,Kinshasa,Democratic Republic of the Congo,Office Supplies,Storage,entre 1 y 2,0.0,Medium,November,88.8
4869,Standard Class,Corporate,Alexandria,Egypt,Office Supplies,Art,entre 1 y 2,0.0,High,August,25.24
4870,Standard Class,Consumer,Berlin,Germany,Office Supplies,Fasteners,entre 5 y 6,0.1,Medium,May,13.696363636363635
4871,Standard Class,Consumer,Manila,Philippines,Technology,Copiers,entre 1 y 2,0.35,Medium,April,83.603
4872,First Class,Consumer,Sydney,Australia,Office Supplies,Art,entre 1 y 2,0.1,Medium,April,31.644000000000002
4873,Second Class,Corporate,Santo Domingo,Dominican Republic,Office Supplies,Supplies,entre 5 y 6,0.2,Medium,August,10.807272727272727
4874,Standard Class,Consumer,Rome,Italy,Furniture,Furnishings,entre 3 y 4,0.0,High,August,21.53142857142857
4875,Standard Class,Consumer,Cairo,Egypt,Office Supplies,Envelopes,entre 1 y 2,0.0,Low,June,33.64
4876,First Class,Consumer,León,Nicaragua,Office Supplies,Storage,entre 1 y 2,0.0,Critical,October,14.666666666666666
4877,Standard Class,Corporate,Berlin,Germany,Office Supplies,Art,entre 7 y 8,0.1,Medium,April,13.4568
4878,Standard Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Supplies,entre 5 y 6,0.2,High,September,12.232727272727272
4879,Same Day,Consumer,Bangkok,Thailand,Office Supplies,Labels,entre 9 y 10,0.47,High,November,5.498052631578947
4880,Second Class,Consumer,Mixco,Guatemala,Furniture,Furnishings,entre 3 y 4,0.0,Medium,December,19.222857142857144
4881,Standard Class,Consumer,Tegucigalpa,Honduras,Furniture,Chairs,entre 3 y 4,0.4,Medium,September,30.157714285714288
4882,Standard Class,Home Office,Mexico City,Mexico,Furniture,Furnishings,entre 3 y 4,0.4,Medium,May,37.20342857142857
4883,Standard Class,Consumer,Melbourne,Australia,Office Supplies,Storage,entre 1 y 2,0.1,Medium,April,58.752
4884,Same Day,Home Office,Tegucigalpa,Honduras,Technology,Accessories,entre 1 y 2,0.4,Medium,March,20.544
4885,Standard Class,Corporate,Tegucigalpa,Honduras,Office Supplies,Binders,entre 7 y 8,0.4,High,June,5.4528
4886,Standard Class,Corporate,Kinshasa,Democratic Republic of the Congo,Office Supplies,Fasteners,entre 3 y 4,0.0,Medium,December,22.731428571428573
4887,Standard Class,Consumer,London,Canada,Office Supplies,Binders,entre 1 y 2,0.0,Medium,May,67.39999999999999
4888,Second Class,Consumer,Mexico City,Mexico,Office Supplies,Envelopes,entre 1 y 2,0.0,High,May,34.266666666666666
4889,Standard Class,Home Office,Santo Domingo,Dominican Republic,Office Supplies,Binders,entre 5 y 6,0.2,Medium,November,14.763636363636364
4890,Second Class,Corporate,Jakarta,Indonesia,Furniture,Chairs,entre 3 y 4,0.27,Medium,October,50.945657142857144
