,Ship Mode,Segment,City,Category,Sub-Category,Quantity,Discount,Order Priority,month,Sales_unitario
2397,Same Day,Corporate,Philadelphia,Office Supplies,Paper,entre 3 y 4,0.2,Critical,August,3.6205714285714286
2398,Standard Class,Consumer,New York City,Office Supplies,Binders,entre 7 y 8,0.2,Low,December,4.4352
2399,Same Day,Consumer,Columbus,Office Supplies,Art,entre 5 y 6,0.2,High,September,3.112727272727273
2400,Standard Class,Consumer,Los Angeles,Office Supplies,Appliances,entre 3 y 4,0.0,Medium,June,17.374285714285715
2401,First Class,Consumer,Seattle,Office Supplies,Art,entre 3 y 4,0.0,High,March,5.125714285714286
2402,Standard Class,Consumer,Los Angeles,Office Supplies,Labels,entre 7 y 8,0.0,High,December,2.8746666666666667
2403,Second Class,Consumer,Houston,Furniture,Furnishings,entre 3 y 4,0.6,High,December,6.850285714285714
2404,Standard Class,Consumer,New York City,Office Supplies,Storage,entre 1 y 2,0.0,High,May,15.053333333333333
2405,Standard Class,Consumer,San Diego,Furniture,Furnishings,entre 5 y 6,0.0,Medium,November,17.62909090909091
2406,Second Class,Corporate,San Francisco,Office Supplies,Storage,entre 1 y 2,0.0,High,March,45.18666666666667
2407,First Class,Consumer,New York City,Office Supplies,Paper,entre 3 y 4,0.0,High,December,11.588571428571429
2408,Second Class,Corporate,Los Angeles,Office Supplies,Storage,entre 1 y 2,0.0,Medium,May,46.346666666666664
2409,Standard Class,Home Office,Springfield,Furniture,Furnishings,entre 7 y 8,0.2,Medium,November,19.771733333333334
2410,Standard Class,Consumer,Los Angeles,Office Supplies,Appliances,entre 1 y 2,0.0,Medium,November,28.88
2411,Second Class,Corporate,Seattle,Office Supplies,Binders,entre 3 y 4,0.2,High,November,7.529142857142857
2412,Standard Class,Consumer,New York City,Office Supplies,Appliances,entre 3 y 4,0.0,High,December,10.26
2413,Standard Class,Corporate,Houston,Office Supplies,Binders,entre 5 y 6,0.8,High,May,6.050909090909091
2414,Standard Class,Corporate,Philadelphia,Office Supplies,Binders,entre 5 y 6,0.7,High,January,19.014545454545456
2415,Standard Class,Corporate,New York City,Furniture,Furnishings,entre 1 y 2,0.0,Medium,December,27.973333333333333
2416,Standard Class,Consumer,San Diego,Office Supplies,Labels,entre 3 y 4,0.0,Medium,January,12.685714285714285
2417,Standard Class,Corporate,Houston,Office Supplies,Paper,entre 3 y 4,0.2,Medium,March,21.243428571428574
2418,Second Class,Consumer,Los Angeles,Technology,Phones,entre 5 y 6,0.2,Medium,April,7.265454545454546
2419,Standard Class,Consumer,New York City,Office Supplies,Storage,entre 1 y 2,0.0,Medium,February,78.64
2420,First Class,Consumer,New York City,Office Supplies,Paper,entre 3 y 4,0.0,Critical,September,4.268571428571429
2421,Standard Class,Corporate,San Diego,Office Supplies,Art,entre 3 y 4,0.0,Medium,April,17.005714285714287
2422,Standard Class,Corporate,New York City,Furniture,Furnishings,entre 1 y 2,0.0,Medium,December,39.12
2423,Second Class,Consumer,Philadelphia,Technology,Accessories,entre 5 y 6,0.2,Medium,September,11.764363636363635
2424,Standard Class,Consumer,Dallas,Office Supplies,Binders,entre 5 y 6,0.8,Low,December,7.45090909090909
2425,Standard Class,Consumer,New York City,Furniture,Furnishings,entre 7 y 8,0.0,Medium,May,8.490666666666666
2426,Standard Class,Corporate,Houston,Furniture,Furnishings,entre 7 y 8,0.6,Medium,October,6.894933333333333
2427,Standard Class,Corporate,New York City,Office Supplies,Labels,entre 1 y 2,0.0,High,April,13.799999999999999
2428,Standard Class,Corporate,Houston,Office Supplies,Paper,entre 5 y 6,0.2,High,June,4.712727272727273
2429,First Class,Consumer,Los Angeles,Office Supplies,Binders,entre 3 y 4,0.2,Critical,July,4.340571428571429
2430,Standard Class,Corporate,Columbus,Office Supplies,Appliances,entre 3 y 4,0.2,Medium,November,14.934857142857142
2431,Standard Class,Corporate,Houston,Office Supplies,Appliances,entre 7 y 8,0.8,Medium,March,11.6224
2432,Standard Class,Consumer,Columbus,Furniture,Furnishings,entre 1 y 2,0.0,Medium,July,34.5
2433,Standard Class,Corporate,New York City,Office Supplies,Binders,entre 3 y 4,0.2,Medium,February,13.211428571428572
2434,Standard Class,Consumer,Chicago,Office Supplies,Art,entre 13 y14,0.2,Low,February,4.015407407407407
2435,First Class,Corporate,Columbus,Technology,Phones,entre 5 y 6,0.4,Medium,February,10.903636363636364
2436,Standard Class,Consumer,New York City,Office Supplies,Binders,entre 13 y 14,0.2,Medium,April,4.614518518518518
2437,Standard Class,Corporate,Philadelphia,Furniture,Furnishings,entre 3 y 4,0.2,Medium,September,29.696
2438,Standard Class,Corporate,Chicago,Office Supplies,Appliances,entre 1 y 2,0.8,Medium,September,34.965333333333334
2439,Standard Class,Corporate,New York City,Office Supplies,Art,entre 1 y 2,0.0,High,September,15.4
2440,Standard Class,Consumer,Los Angeles,Office Supplies,Binders,entre 3 y 4,0.2,Medium,April,20.95542857142857
2441,Standard Class,Corporate,Los Angeles,Office Supplies,Supplies,entre 3 y 4,0.0,Low,April,8.485714285714286
2442,Standard Class,Corporate,Philadelphia,Office Supplies,Storage,entre 1 y 2,0.2,Low,May,34.64533333333333
2443,First Class,Consumer,Columbus,Office Supplies,Paper,entre 5 y 6,0.0,High,December,7.072727272727272
2444,Standard Class,Corporate,New York City,Furniture,Chairs,entre 3 y 4,0.1,Medium,November,70.18457142857143
2445,First Class,Consumer,Seattle,Office Supplies,Paper,entre 5 y 6,0.0,High,November,13.396363636363638
2446,Standard Class,Consumer,Los Angeles,Furniture,Furnishings,entre 7 y 8,0.0,Low,January,7.998666666666667
2447,Standard Class,Consumer,Los Angeles,Office Supplies,Paper,entre 3 y 4,0.0,Low,August,10.72
2448,Standard Class,Consumer,Los Angeles,Office Supplies,Paper,entre 3 y 4,0.0,High,February,10.525714285714287
2449,Standard Class,Home Office,New York City,Office Supplies,Art,entre 1 y 2,0.0,High,April,17.326666666666664
2450,Second Class,Consumer,New York City,Office Supplies,Binders,entre 1 y 2,0.2,High,December,22.378666666666664
2451,Standard Class,Consumer,Los Angeles,Office Supplies,Art,entre 3 y 4,0.0,Low,November,8.708571428571428
2452,Standard Class,Consumer,Houston,Office Supplies,Fasteners,entre 11 y 12,0.2,Medium,November,5.075478260869565
2453,Standard Class,Corporate,New York City,Office Supplies,Storage,entre 5 y 6,0.0,Medium,November,14.1
2454,Standard Class,Home Office,Philadelphia,Office Supplies,Paper,entre 5 y 6,0.2,High,November,4.6080000000000005
2455,Standard Class,Home Office,Springfield,Office Supplies,Binders,entre 7 y 8,0.7,Medium,November,9.3184
2456,Standard Class,Consumer,San Diego,Office Supplies,Storage,entre 1 y 2,0.0,Medium,January,38.15333333333333
2457,Standard Class,Corporate,Seattle,Office Supplies,Supplies,entre 5 y 6,0.0,High,May,11.70909090909091
2458,Standard Class,Home Office,San Francisco,Furniture,Chairs,entre 1 y 2,0.2,Medium,September,86.37866666666667
2459,Standard Class,Consumer,Philadelphia,Office Supplies,Binders,entre 9 y 10,0.7,High,April,10.510105263157895
2460,Standard Class,Home Office,New York City,Office Supplies,Storage,entre 3 y 4,0.0,High,December,23.874285714285715
2461,Standard Class,Consumer,New York City,Furniture,Furnishings,entre 1 y 2,0.0,Medium,February,29.64
2462,Standard Class,Corporate,Springfield,Office Supplies,Envelopes,entre 5 y 6,0.0,Medium,October,12.09818181818182
2463,Standard Class,Consumer,Chicago,Office Supplies,Paper,entre 1 y 2,0.2,Medium,May,37.80266666666667
2464,Standard Class,Corporate,Columbus,Office Supplies,Binders,entre 3 y 4,0.0,Medium,May,9.857142857142858
2465,First Class,Consumer,San Francisco,Office Supplies,Appliances,entre 3 y 4,0.0,High,November,12.48
2466,Standard Class,Consumer,New York City,Office Supplies,Storage,entre 3 y 4,0.0,High,November,19.599999999999998
2467,Standard Class,Consumer,Los Angeles,Furniture,Furnishings,entre 3 y 4,0.0,Medium,April,17.12
2468,Standard Class,Home Office,Houston,Office Supplies,Appliances,entre 3 y 4,0.8,Medium,August,11.104
2469,Same Day,Home Office,Dallas,Office Supplies,Paper,entre 3 y 4,0.2,Critical,April,2.934857142857143
2470,Second Class,Home Office,Los Angeles,Office Supplies,Appliances,entre 5 y 6,0.0,High,September,7.836363636363637
2471,Standard Class,Corporate,Los Angeles,Technology,Phones,entre 1 y 2,0.2,Medium,September,49.056000000000004
2472,Standard Class,Corporate,San Diego,Furniture,Furnishings,entre 1 y 2,0.0,High,December,29.64
2473,Second Class,Consumer,San Francisco,Furniture,Tables,entre 1 y 2,0.2,High,May,47.391999999999996
2474,Second Class,Corporate,Seattle,Technology,Phones,entre 1 y 2,0.2,Medium,November,35.19466666666667
2475,Second Class,Corporate,Los Angeles,Office Supplies,Art,entre 1 y 2,0.0,Medium,January,26.453333333333333
2476,Standard Class,Consumer,New York City,Furniture,Furnishings,entre 7 y 8,0.0,Medium,September,6.282666666666667
2477,Standard Class,Consumer,Chicago,Technology,Accessories,entre 1 y 2,0.2,High,May,17.450666666666667
2478,Second Class,Consumer,Los Angeles,Office Supplies,Paper,entre 1 y 2,0.0,High,November,25.293333333333333
2479,First Class,Corporate,Philadelphia,Office Supplies,Labels,entre 7 y 8,0.2,High,October,2.7552000000000003
2480,Standard Class,Corporate,Los Angeles,Office Supplies,Storage,entre 3 y 4,0.0,Medium,September,15.52
2481,Same Day,Corporate,San Francisco,Furniture,Furnishings,entre 3 y 4,0.0,High,March,10.08
2482,Second Class,Consumer,Los Angeles,Office Supplies,Paper,entre 3 y 4,0.0,Medium,April,6.491428571428571
2483,Standard Class,Consumer,Columbus,Office Supplies,Appliances,entre 1 y 2,0.2,Medium,December,86.74133333333333
2484,Second Class,Corporate,Los Angeles,Office Supplies,Binders,entre 7 y 8,0.2,Medium,February,4.1664
2485,Standard Class,Consumer,New York City,Office Supplies,Paper,entre 1 y 2,0.0,Medium,February,25.293333333333333
2486,First Class,Consumer,New York City,Office Supplies,Paper,entre 3 y 4,0.0,High,June,5.614285714285714
2487,First Class,Corporate,San Francisco,Office Supplies,Paper,entre 7 y 8,0.0,Medium,October,6.048
2488,Standard Class,Consumer,Chicago,Furniture,Furnishings,entre 5 y 6,0.6,Medium,March,28.916363636363634
2489,Standard Class,Consumer,Philadelphia,Office Supplies,Art,entre 1 y 2,0.2,Medium,July,27.72266666666667
2490,Standard Class,Corporate,New York City,Office Supplies,Art,entre 3 y 4,0.0,Medium,January,17.005714285714287
2491,First Class,Consumer,Philadelphia,Technology,Accessories,entre 1 y 2,0.2,Medium,November,31.664
2492,Second Class,Consumer,San Francisco,Furniture,Furnishings,entre 7 y 8,0.0,High,July,10.389333333333333
2493,Standard Class,Consumer,Dallas,Office Supplies,Paper,entre 7 y 8,0.2,High,March,3.584
2494,Standard Class,Consumer,San Francisco,Furniture,Chairs,entre 1 y 2,0.2,Medium,October,47.99466666666667
2495,Standard Class,Consumer,Los Angeles,Office Supplies,Paper,entre 5 y 6,0.0,Medium,February,6.807272727272727
2496,Standard Class,Consumer,New York City,Office Supplies,Binders,entre 7 y 8,0.2,Medium,March,5.510400000000001
2497,Second Class,Corporate,Dallas,Technology,Accessories,entre 1 y 2,0.2,High,February,13.866666666666667
2498,Standard Class,Consumer,Chicago,Technology,Accessories,entre 3 y 4,0.2,Medium,November,19.460571428571427
2499,Standard Class,Corporate,Los Angeles,Office Supplies,Storage,entre 3 y 4,0.0,High,August,13.954285714285716
2500,First Class,Corporate,San Francisco,Office Supplies,Labels,entre 7 y 8,0.0,Medium,September,7.797333333333333
2501,Standard Class,Corporate,New York City,Office Supplies,Storage,entre 3 y 4,0.0,Medium,September,20.074285714285715
2502,First Class,Consumer,Chicago,Furniture,Furnishings,entre 3 y 4,0.6,High,September,6.9394285714285715
2503,First Class,Home Office,Philadelphia,Furniture,Furnishings,entre 3 y 4,0.2,Medium,September,7.323428571428572
2504,Standard Class,Consumer,San Francisco,Office Supplies,Paper,entre 5 y 6,0.0,Medium,December,7.069090909090909
2505,Same Day,Consumer,Seattle,Office Supplies,Appliances,entre 1 y 2,0.0,High,September,15.106666666666667
2506,Second Class,Consumer,Los Angeles,Office Supplies,Binders,entre 3 y 4,0.2,Critical,September,4.105142857142857
2507,Standard Class,Corporate,Philadelphia,Office Supplies,Envelopes,entre 1 y 2,0.2,High,November,16.266666666666666
2508,Standard Class,Consumer,New York City,Office Supplies,Paper,entre 1 y 2,0.0,Medium,August,26.64
2509,Standard Class,Consumer,Dallas,Furniture,Furnishings,entre 3 y 4,0.6,High,October,9.078857142857142
2510,Standard Class,Corporate,New York City,Technology,Accessories,entre 1 y 2,0.0,High,August,17.333333333333332
2511,Standard Class,Home Office,Los Angeles,Technology,Accessories,entre 3 y 4,0.0,Medium,December,17.95714285714286
2512,Standard Class,Consumer,Houston,Technology,Phones,entre 3 y 4,0.2,Medium,May,15.533714285714286
2513,Standard Class,Corporate,New York City,Office Supplies,Binders,entre 3 y 4,0.2,Medium,November,14.242285714285714
2514,Second Class,Consumer,Seattle,Office Supplies,Paper,entre 1 y 2,0.0,Medium,June,25.293333333333333
2515,Standard Class,Consumer,Chicago,Technology,Phones,entre 3 y 4,0.2,High,December,10.01142857142857
2516,Standard Class,Corporate,New York City,Office Supplies,Paper,entre 3 y 4,0.0,Medium,March,44.29714285714285
2517,Standard Class,Consumer,Seattle,Furniture,Furnishings,entre 1 y 2,0.0,Medium,May,26.64
2518,First Class,Consumer,Los Angeles,Office Supplies,Labels,entre 5 y 6,0.0,Critical,June,4.090909090909091
2519,Standard Class,Consumer,Seattle,Office Supplies,Paper,entre 7 y 8,0.0,Low,December,5.581333333333333
2520,Second Class,Consumer,Dallas,Office Supplies,Art,entre 3 y 4,0.2,Critical,November,4.011428571428572
2521,Standard Class,Corporate,San Francisco,Office Supplies,Envelopes,entre 3 y 4,0.0,High,May,8.731428571428571
2522,Standard Class,Corporate,Chicago,Technology,Accessories,entre 1 y 2,0.2,Medium,September,67.2
2523,Standard Class,Consumer,San Francisco,Furniture,Furnishings,entre 1 y 2,0.0,High,November,27.973333333333333
2524,Standard Class,Home Office,New York City,Technology,Accessories,entre 3 y 4,0.0,Medium,October,91.41714285714285
2525,Standard Class,Corporate,Los Angeles,Office Supplies,Binders,entre 1 y 2,0.2,Medium,March,71.76533333333333
2526,First Class,Consumer,New York City,Office Supplies,Appliances,entre 1 y 2,0.0,High,September,20.653333333333332
2527,Second Class,Consumer,Dallas,Office Supplies,Paper,entre 3 y 4,0.2,Critical,January,4.443428571428571
2528,First Class,Consumer,Philadelphia,Office Supplies,Binders,entre 3 y 4,0.7,High,September,5.232
2529,Standard Class,Consumer,New York City,Furniture,Furnishings,entre 1 y 2,0.0,Medium,December,82.90666666666667
2530,Standard Class,Home Office,San Diego,Furniture,Furnishings,entre 3 y 4,0.0,High,December,7.5
2531,Standard Class,Home Office,New York City,Office Supplies,Storage,entre 1 y 2,0.0,High,November,29.046666666666667
2532,Standard Class,Consumer,New York City,Technology,Phones,entre 3 y 4,0.0,Medium,September,19.37142857142857
2533,Second Class,Consumer,Dallas,Office Supplies,Appliances,entre 1 y 2,0.8,Medium,December,44.18933333333334
2534,Standard Class,Consumer,Los Angeles,Office Supplies,Art,entre 3 y 4,0.0,Medium,May,17.005714285714287
2535,Second Class,Home Office,Philadelphia,Office Supplies,Art,entre 3 y 4,0.2,Medium,August,10.660571428571428
2536,Standard Class,Consumer,New York City,Office Supplies,Envelopes,entre 1 y 2,0.0,Medium,September,26.653333333333332
2537,Standard Class,Home Office,San Francisco,Office Supplies,Storage,entre 5 y 6,0.0,High,June,4.8
2538,Second Class,Corporate,Los Angeles,Office Supplies,Paper,entre 1 y 2,0.0,High,September,15.306666666666667
2539,Standard Class,Consumer,Houston,Office Supplies,Paper,entre 5 y 6,0.2,Medium,December,13.796363636363635
2540,Standard Class,Corporate,New York City,Office Supplies,Paper,entre 7 y 8,0.0,Medium,March,4.648
2541,Standard Class,Consumer,San Francisco,Office Supplies,Storage,entre 3 y 4,0.0,High,May,10.662857142857144
2542,First Class,Consumer,New York City,Office Supplies,Art,entre 3 y 4,0.0,High,September,6.0685714285714285
2543,First Class,Consumer,Houston,Office Supplies,Art,entre 5 y 6,0.2,High,November,2.3709090909090906
2544,Second Class,Home Office,San Francisco,Furniture,Furnishings,entre 3 y 4,0.0,Critical,May,4.208571428571429
2545,Standard Class,Consumer,New York City,Office Supplies,Binders,entre 7 y 8,0.2,Medium,May,11.364266666666667
2546,Same Day,Home Office,New York City,Technology,Accessories,entre 3 y 4,0.0,High,July,8.811428571428571
2547,Standard Class,Corporate,Dallas,Office Supplies,Art,entre 1 y 2,0.2,Medium,September,46.912
2548,Standard Class,Corporate,Dallas,Office Supplies,Envelopes,entre 5 y 6,0.2,Medium,July,15.985454545454546
2549,First Class,Consumer,Columbus,Office Supplies,Binders,entre 7 y 8,0.0,High,September,5.161333333333333
2550,Second Class,Consumer,New York City,Office Supplies,Storage,entre 3 y 4,0.0,Medium,May,10.465714285714286
2551,Standard Class,Consumer,Los Angeles,Office Supplies,Paper,entre 7 y 8,0.0,Medium,December,6.048
2552,Standard Class,Corporate,New York City,Office Supplies,Supplies,entre 5 y 6,0.0,High,June,5.163636363636363
2553,Standard Class,Consumer,San Francisco,Office Supplies,Paper,entre 7 y 8,0.0,Medium,December,5.394666666666667
2554,Standard Class,Consumer,Seattle,Office Supplies,Binders,entre 13 y14,0.2,Medium,June,3.998814814814815
2555,Standard Class,Consumer,Seattle,Furniture,Furnishings,entre 1 y 2,0.0,Medium,September,28.753333333333334
2556,Standard Class,Consumer,New York City,Office Supplies,Appliances,entre 1 y 2,0.0,Medium,July,30.64
2557,Standard Class,Corporate,San Francisco,Office Supplies,Appliances,entre 3 y 4,0.0,Medium,October,12.54857142857143
